"Date","Day","Route","Time","Location","Incident","Direction","Vehicle","Delay"
2024-01-10,"Wednesday",95,"01:26:45","FINCH STATION","Vision","N",6090,0
2024-11-25,"Monday",118,"19:43:38","BLOOR AND MANNING","Security","N",5172,0
2024-03-15,"Friday",100,"04:30:40","FINCH STATION","Mechanical","S",4963,1
2024-05-30,"Thursday",114,"17:57:10","BLOOR AND MANNING","Mechanical","E",8044,1
2024-07-15,"Monday",121,"17:23:46","KEELE AND GLENLAKE","General Delay","S",7184,1
2024-07-02,"Tuesday",113,"07:38:59","MAIN STATION","Security","N",8772,0
2024-09-13,"Friday",90,"02:15:03","BLOOR AND MANNING","Security","E",7004,0
2024-11-17,"Sunday",111,"19:44:48","BLOOR AND MANNING","General Delay","S",8192,0
2024-01-16,"Tuesday",107,"14:18:55","FINCH STATION","Mechanical","N",7167,1
2024-03-05,"Tuesday",108,"18:52:09","BLOOR AND MANNING","Security","N",7532,0
2024-08-16,"Friday",110,"12:11:55","KEELE AND GLENLAKE","Security","S",8602,0
2024-01-03,"Wednesday",100,"21:54:05","FINCH STATION","Mechanical","N",8200,1
2024-09-18,"Wednesday",101,"05:31:39","BLOOR AND MANNING","Security","N",8321,0
2024-03-28,"Thursday",83,"04:03:38","PARLIAMENT AND BLOOR","Mechanical","N",7806,1
2024-01-18,"Thursday",83,"23:02:26","MAIN STATION","General Delay","N",6993,0
2024-05-31,"Friday",101,"13:35:54","MAIN STATION","Mechanical","E",6344,1
2024-01-09,"Tuesday",96,"23:59:34","PARLIAMENT AND BLOOR","Mechanical","N",6921,1
2024-10-04,"Friday",95,"17:31:06","KEELE AND GLENLAKE","Vision","E",6871,1
2024-01-21,"Sunday",91,"10:01:57","PARLIAMENT AND BLOOR","General Delay","E",6872,0
2024-08-01,"Thursday",93,"12:10:40","FINCH STATION","Security","N",8174,0
2024-03-12,"Tuesday",90,"15:53:18","BLOOR AND MANNING","General Delay","S",7613,0
2024-01-22,"Monday",110,"16:20:39","MAIN STATION","Security","S",5680,0
2024-02-05,"Monday",99,"20:43:37","FINCH STATION","General Delay","S",6271,0
2024-12-25,"Wednesday",107,"10:47:16","FINCH STATION","Security","S",9143,0
2024-08-16,"Friday",88,"19:06:35","PARLIAMENT AND BLOOR","Security","N",5590,0
2024-09-19,"Thursday",111,"15:15:56","BLOOR AND MANNING","Mechanical","S",7289,1
2024-02-29,"Thursday",99,"00:59:08","PARLIAMENT AND BLOOR","Security","N",7754,0
2024-06-18,"Tuesday",101,"21:53:21","KEELE AND GLENLAKE","General Delay","E",7555,0
2024-05-02,"Thursday",88,"04:09:41","MAIN STATION","Security","E",7715,0
2024-01-22,"Monday",83,"06:58:05","BLOOR AND MANNING","General Delay","N",9864,0
2024-02-21,"Wednesday",94,"19:34:55","MAIN STATION","Security","N",8267,0
2024-08-21,"Wednesday",120,"05:04:52","FINCH STATION","Vision","N",5939,0
2024-05-26,"Sunday",111,"15:58:12","BLOOR AND MANNING","Mechanical","E",9296,1
2024-10-22,"Tuesday",112,"16:29:43","FINCH STATION","Security","N",8252,0
2024-01-21,"Sunday",107,"07:33:34","MAIN STATION","Vision","N",7857,0
2024-09-23,"Monday",114,"14:18:57","BLOOR AND MANNING","Vision","N",9008,0
2024-04-01,"Monday",110,"16:26:02","KEELE AND GLENLAKE","General Delay","N",6800,0
2024-04-05,"Friday",104,"14:39:51","MAIN STATION","Mechanical","N",8658,1
2024-07-19,"Friday",114,"01:44:22","KEELE AND GLENLAKE","Mechanical","E",6772,1
2024-10-26,"Saturday",102,"07:00:11","BLOOR AND MANNING","Security","S",7066,0
2024-12-17,"Tuesday",90,"23:53:17","BLOOR AND MANNING","Mechanical","W",8201,1
2024-10-16,"Wednesday",107,"18:57:47","KEELE AND GLENLAKE","Security","W",7199,0
2024-03-12,"Tuesday",111,"12:18:49","MAIN STATION","General Delay","S",7795,0
2024-10-09,"Wednesday",99,"01:19:38","MAIN STATION","Vision","N",6018,0
2024-12-16,"Monday",101,"15:09:47","FINCH STATION","Vision","W",4576,0
2024-03-15,"Friday",107,"09:41:00","KEELE AND GLENLAKE","Security","S",6212,0
2024-07-23,"Tuesday",95,"02:29:48","PARLIAMENT AND BLOOR","Vision","S",6999,0
2024-11-06,"Wednesday",94,"05:39:40","MAIN STATION","Mechanical","N",8228,1
2024-08-26,"Monday",116,"22:19:53","BLOOR AND MANNING","Mechanical","N",6363,1
2024-11-26,"Tuesday",91,"15:16:09","MAIN STATION","Mechanical","S",6557,1
2024-02-20,"Tuesday",112,"08:51:35","FINCH STATION","Vision","S",6763,0
2024-01-25,"Thursday",81,"14:27:52","PARLIAMENT AND BLOOR","Mechanical","W",6222,1
2024-03-27,"Wednesday",96,"16:03:42","BLOOR AND MANNING","Security","N",6786,1
2024-08-12,"Monday",102,"09:55:50","PARLIAMENT AND BLOOR","Mechanical","N",6629,1
2024-06-22,"Saturday",80,"17:59:38","MAIN STATION","Vision","S",5277,0
2024-11-11,"Monday",96,"23:36:16","FINCH STATION","Vision","E",7122,0
2024-05-04,"Saturday",121,"10:45:45","MAIN STATION","General Delay","S",6083,0
2024-12-31,"Tuesday",110,"11:41:50","KEELE AND GLENLAKE","Vision","N",5941,0
2024-10-10,"Thursday",92,"03:30:17","FINCH STATION","Vision","S",7474,0
2024-03-07,"Thursday",95,"00:54:58","FINCH STATION","Mechanical","S",6466,1
2024-03-30,"Saturday",99,"10:24:19","BLOOR AND MANNING","Mechanical","S",6814,1
2024-01-30,"Tuesday",101,"09:48:34","KEELE AND GLENLAKE","Vision","E",7217,0
2024-12-31,"Tuesday",89,"21:33:50","KEELE AND GLENLAKE","Mechanical","S",7361,1
2024-04-18,"Thursday",89,"10:15:57","BLOOR AND MANNING","Vision","S",7803,0
2024-11-24,"Sunday",114,"08:02:33","KEELE AND GLENLAKE","Vision","S",5533,0
2024-11-06,"Wednesday",117,"18:32:51","KEELE AND GLENLAKE","General Delay","N",8261,0
2024-09-17,"Tuesday",103,"14:06:25","PARLIAMENT AND BLOOR","Mechanical","S",7550,1
2024-12-18,"Wednesday",115,"14:05:59","BLOOR AND MANNING","Security","S",8187,0
2024-10-21,"Monday",107,"13:14:41","KEELE AND GLENLAKE","Security","S",6452,0
2024-07-16,"Tuesday",88,"08:27:41","KEELE AND GLENLAKE","Vision","S",7690,0
2024-09-28,"Saturday",104,"23:03:49","BLOOR AND MANNING","Mechanical","E",6202,1
2024-12-01,"Sunday",97,"23:57:57","BLOOR AND MANNING","Mechanical","S",7173,1
2024-10-19,"Saturday",100,"21:02:17","PARLIAMENT AND BLOOR","Vision","N",7049,0
2024-11-12,"Tuesday",94,"23:58:36","FINCH STATION","General Delay","E",7469,0
2024-09-06,"Friday",89,"22:51:28","MAIN STATION","Vision","E",7064,0
2024-04-21,"Sunday",79,"05:52:29","FINCH STATION","General Delay","S",6901,0
2024-04-17,"Wednesday",96,"23:20:50","PARLIAMENT AND BLOOR","Mechanical","S",6357,1
2024-05-04,"Saturday",88,"23:08:25","MAIN STATION","Vision","N",6478,0
2024-11-08,"Friday",99,"14:23:47","BLOOR AND MANNING","Mechanical","E",7649,1
2024-02-24,"Saturday",96,"14:14:22","PARLIAMENT AND BLOOR","Vision","N",6454,0
2024-04-10,"Wednesday",91,"05:03:02","FINCH STATION","Vision","N",7230,0
2024-12-18,"Wednesday",109,"22:02:25","FINCH STATION","Vision","N",7823,0
2024-01-22,"Monday",88,"21:28:57","FINCH STATION","General Delay","N",7438,0
2024-05-17,"Friday",94,"19:37:12","FINCH STATION","General Delay","W",6146,0
2024-09-23,"Monday",106,"04:34:20","FINCH STATION","General Delay","S",7888,0
2024-01-20,"Saturday",108,"21:47:28","KEELE AND GLENLAKE","Security","N",7689,0
2024-03-09,"Saturday",90,"06:18:29","FINCH STATION","General Delay","N",5685,0
2024-08-11,"Sunday",106,"08:48:51","FINCH STATION","Vision","N",6086,1
2024-01-15,"Monday",101,"20:52:05","BLOOR AND MANNING","Security","N",8077,0
2024-08-19,"Monday",108,"16:35:02","KEELE AND GLENLAKE","General Delay","N",7315,0
2024-07-11,"Thursday",99,"04:20:12","FINCH STATION","Security","W",8075,0
2024-03-22,"Friday",110,"23:25:22","FINCH STATION","Security","N",6365,0
2024-04-25,"Thursday",99,"04:44:50","PARLIAMENT AND BLOOR","Security","S",7639,0
2024-04-13,"Saturday",98,"16:09:41","PARLIAMENT AND BLOOR","General Delay","N",6762,0
2024-04-26,"Friday",87,"17:01:36","PARLIAMENT AND BLOOR","General Delay","N",6402,0
2024-09-27,"Friday",103,"13:13:33","PARLIAMENT AND BLOOR","Security","W",5663,0
2024-04-30,"Tuesday",102,"16:39:44","FINCH STATION","Mechanical","N",6960,1
2024-08-02,"Friday",94,"22:16:31","BLOOR AND MANNING","Security","S",6384,1
2024-07-07,"Sunday",100,"13:39:05","PARLIAMENT AND BLOOR","Security","S",8232,0
2024-11-03,"Sunday",84,"16:15:59","KEELE AND GLENLAKE","Mechanical","N",7545,1
2024-01-11,"Thursday",97,"12:07:46","MAIN STATION","Security","N",7041,0
2024-03-02,"Saturday",111,"16:21:15","BLOOR AND MANNING","Mechanical","E",5735,1
2024-09-15,"Sunday",104,"06:59:40","KEELE AND GLENLAKE","Mechanical","S",6969,1
2024-02-27,"Tuesday",90,"02:35:04","PARLIAMENT AND BLOOR","Security","N",8092,0
2024-02-08,"Thursday",97,"14:21:17","MAIN STATION","Security","S",7526,0
2024-02-14,"Wednesday",105,"19:20:39","BLOOR AND MANNING","Mechanical","S",6820,1
2024-01-14,"Sunday",78,"08:13:16","BLOOR AND MANNING","Security","E",7366,0
2024-07-12,"Friday",101,"16:39:46","FINCH STATION","Vision","N",6412,0
2024-01-02,"Tuesday",92,"02:49:14","MAIN STATION","Vision","N",6722,0
2024-01-22,"Monday",87,"15:58:50","BLOOR AND MANNING","Vision","S",7074,0
2024-08-04,"Sunday",101,"19:08:32","BLOOR AND MANNING","Mechanical","S",5432,1
2024-06-13,"Thursday",91,"10:50:44","BLOOR AND MANNING","Security","S",6588,0
2024-07-27,"Saturday",100,"22:49:17","PARLIAMENT AND BLOOR","Mechanical","E",6646,1
2024-02-14,"Wednesday",106,"04:44:56","FINCH STATION","Security","N",7261,0
2024-07-17,"Wednesday",88,"21:39:47","KEELE AND GLENLAKE","General Delay","S",7177,0
2024-06-15,"Saturday",102,"18:47:04","BLOOR AND MANNING","Vision","N",4465,0
2024-04-25,"Thursday",112,"00:37:28","MAIN STATION","Security","N",7866,1
2024-02-07,"Wednesday",99,"04:51:55","KEELE AND GLENLAKE","General Delay","N",6854,0
2024-04-01,"Monday",98,"20:34:35","MAIN STATION","Vision","E",6715,1
2024-11-10,"Sunday",91,"13:28:50","MAIN STATION","Vision","S",6167,0
2024-11-07,"Thursday",96,"12:37:38","BLOOR AND MANNING","General Delay","E",8493,0
2024-05-17,"Friday",112,"12:13:57","MAIN STATION","Mechanical","S",5098,1
2024-12-23,"Monday",94,"12:27:19","MAIN STATION","General Delay","N",7140,0
2024-11-17,"Sunday",107,"21:03:33","BLOOR AND MANNING","Vision","E",6413,0
2024-07-10,"Wednesday",109,"08:00:29","MAIN STATION","Security","S",7312,0
2024-12-22,"Sunday",89,"07:35:28","MAIN STATION","General Delay","N",7370,0
2024-02-08,"Thursday",88,"19:48:27","KEELE AND GLENLAKE","Security","N",7281,0
2024-09-08,"Sunday",116,"16:42:12","BLOOR AND MANNING","General Delay","N",7584,1
2024-01-21,"Sunday",86,"21:09:24","PARLIAMENT AND BLOOR","Mechanical","N",8620,1
2024-11-28,"Thursday",94,"19:53:00","MAIN STATION","General Delay","E",5348,0
2024-09-13,"Friday",105,"21:41:06","PARLIAMENT AND BLOOR","Mechanical","N",5060,1
2024-07-28,"Sunday",101,"13:28:52","KEELE AND GLENLAKE","Security","S",7321,0
2024-07-12,"Friday",84,"14:07:11","MAIN STATION","Security","W",5310,0
2024-06-07,"Friday",88,"05:07:24","KEELE AND GLENLAKE","General Delay","N",6606,0
2024-02-13,"Tuesday",111,"09:47:23","KEELE AND GLENLAKE","Mechanical","S",5895,1
2024-11-29,"Friday",96,"20:14:06","KEELE AND GLENLAKE","General Delay","N",6602,0
2024-07-31,"Wednesday",100,"12:57:54","BLOOR AND MANNING","Vision","E",6648,0
2024-03-26,"Tuesday",82,"10:59:27","PARLIAMENT AND BLOOR","Vision","N",7451,1
2024-07-03,"Wednesday",93,"07:04:20","MAIN STATION","Vision","N",6779,0
2024-01-25,"Thursday",94,"03:38:54","MAIN STATION","Mechanical","N",9088,1
2024-06-14,"Friday",91,"09:44:17","KEELE AND GLENLAKE","Mechanical","S",6557,1
2024-06-06,"Thursday",93,"08:02:10","FINCH STATION","Security","N",6182,0
2024-06-02,"Sunday",108,"01:54:28","FINCH STATION","Mechanical","N",6414,1
2024-02-21,"Wednesday",102,"10:40:19","BLOOR AND MANNING","Mechanical","N",5605,1
2024-01-13,"Saturday",92,"11:24:50","PARLIAMENT AND BLOOR","Mechanical","N",7236,1
2024-11-12,"Tuesday",101,"08:31:50","KEELE AND GLENLAKE","Vision","N",6749,0
2024-11-16,"Saturday",98,"07:38:04","FINCH STATION","Security","N",6997,0
2024-10-05,"Saturday",106,"10:31:24","MAIN STATION","Vision","S",6117,0
2024-12-22,"Sunday",107,"23:18:35","BLOOR AND MANNING","Security","S",7435,0
2024-08-12,"Monday",102,"08:25:58","MAIN STATION","Mechanical","N",6128,1
2024-01-15,"Monday",91,"13:09:35","FINCH STATION","Mechanical","E",6186,1
2024-11-26,"Tuesday",105,"02:51:17","BLOOR AND MANNING","Vision","S",5563,0
2024-01-14,"Sunday",90,"10:43:01","BLOOR AND MANNING","Vision","S",5351,0
2024-06-15,"Saturday",117,"17:20:14","PARLIAMENT AND BLOOR","Mechanical","W",6819,1
2024-10-28,"Monday",105,"12:00:21","BLOOR AND MANNING","Vision","S",6425,0
2024-09-15,"Sunday",109,"20:10:28","PARLIAMENT AND BLOOR","Mechanical","S",9263,1
2024-07-09,"Tuesday",103,"21:24:17","BLOOR AND MANNING","Vision","N",5087,1
2024-12-31,"Tuesday",111,"07:07:04","FINCH STATION","Security","S",7499,0
2024-01-05,"Friday",87,"05:12:48","KEELE AND GLENLAKE","General Delay","S",7963,0
2024-09-21,"Saturday",105,"18:44:30","FINCH STATION","Security","S",6474,0
2024-06-21,"Friday",101,"06:47:52","FINCH STATION","Vision","N",6529,0
2024-09-15,"Sunday",99,"13:19:42","KEELE AND GLENLAKE","Mechanical","N",6869,1
2024-06-04,"Tuesday",114,"14:01:15","PARLIAMENT AND BLOOR","Vision","E",7889,1
2024-10-24,"Thursday",112,"00:55:25","MAIN STATION","Mechanical","N",9323,1
2024-11-27,"Wednesday",100,"05:05:10","KEELE AND GLENLAKE","Mechanical","N",6470,1
2024-07-04,"Thursday",88,"17:31:07","BLOOR AND MANNING","Vision","N",7249,1
2024-06-30,"Sunday",98,"15:22:10","BLOOR AND MANNING","Vision","S",7880,0
2024-07-26,"Friday",100,"02:30:29","PARLIAMENT AND BLOOR","Security","S",6361,0
2024-09-09,"Monday",92,"21:05:12","BLOOR AND MANNING","Mechanical","W",6979,1
2024-01-07,"Sunday",104,"08:21:56","FINCH STATION","Security","S",8757,0
2024-10-08,"Tuesday",110,"19:49:18","MAIN STATION","Vision","E",6331,0
2024-10-02,"Wednesday",103,"08:03:57","MAIN STATION","Mechanical","E",7796,1
2024-09-19,"Thursday",101,"09:22:38","PARLIAMENT AND BLOOR","Mechanical","E",7105,1
2024-10-13,"Sunday",99,"20:23:54","PARLIAMENT AND BLOOR","Security","N",5297,0
2024-06-11,"Tuesday",107,"23:39:22","MAIN STATION","Vision","S",6408,0
2024-10-27,"Sunday",96,"12:43:39","MAIN STATION","Vision","N",7354,0
2024-02-23,"Friday",102,"16:33:47","MAIN STATION","Vision","N",8850,0
2024-06-07,"Friday",105,"10:29:40","PARLIAMENT AND BLOOR","Security","S",6887,0
2024-06-09,"Sunday",106,"03:04:02","KEELE AND GLENLAKE","Mechanical","W",7365,1
2024-09-27,"Friday",87,"00:07:46","BLOOR AND MANNING","Mechanical","S",6684,1
2024-03-25,"Monday",113,"23:28:42","PARLIAMENT AND BLOOR","Security","N",8161,0
2024-01-14,"Sunday",93,"01:32:09","FINCH STATION","General Delay","E",6799,0
2024-11-26,"Tuesday",86,"21:59:00","BLOOR AND MANNING","Vision","W",4691,0
2024-05-21,"Tuesday",97,"23:02:29","KEELE AND GLENLAKE","Security","S",8182,0
2024-09-22,"Sunday",96,"01:09:44","BLOOR AND MANNING","Security","S",6171,0
2024-07-19,"Friday",91,"09:38:00","KEELE AND GLENLAKE","Vision","S",8117,0
2024-03-21,"Thursday",93,"23:41:47","BLOOR AND MANNING","Mechanical","N",6713,1
2024-03-16,"Saturday",106,"22:42:01","KEELE AND GLENLAKE","Security","N",7609,0
2024-12-07,"Saturday",100,"20:51:30","KEELE AND GLENLAKE","Vision","S",6248,0
2024-07-01,"Monday",81,"05:48:16","MAIN STATION","Mechanical","N",7211,1
2024-12-17,"Tuesday",107,"09:24:18","FINCH STATION","Security","E",7486,1
2024-12-30,"Monday",128,"11:14:00","FINCH STATION","Vision","N",5931,0
2024-02-27,"Tuesday",92,"02:54:23","PARLIAMENT AND BLOOR","Security","E",7656,1
2024-06-18,"Tuesday",95,"16:12:59","BLOOR AND MANNING","General Delay","N",7869,0
2024-07-31,"Wednesday",91,"12:40:47","PARLIAMENT AND BLOOR","Vision","E",7400,0
2024-04-04,"Thursday",90,"19:22:13","BLOOR AND MANNING","Vision","W",7931,1
2024-04-04,"Thursday",85,"07:04:52","FINCH STATION","Security","E",8178,0
2024-11-17,"Sunday",101,"06:33:38","PARLIAMENT AND BLOOR","General Delay","N",6203,0
2024-09-27,"Friday",93,"11:06:56","BLOOR AND MANNING","Mechanical","N",6176,1
2024-09-02,"Monday",102,"16:29:30","BLOOR AND MANNING","Mechanical","N",6939,1
2024-10-09,"Wednesday",106,"16:47:32","PARLIAMENT AND BLOOR","Security","S",6204,0
2024-11-29,"Friday",83,"22:53:14","FINCH STATION","Vision","N",6039,0
2024-05-31,"Friday",101,"00:38:22","KEELE AND GLENLAKE","Security","N",6754,0
2024-03-30,"Saturday",98,"09:03:00","BLOOR AND MANNING","Vision","E",7273,0
2024-03-06,"Wednesday",107,"00:03:41","MAIN STATION","Security","S",6917,0
2024-06-10,"Monday",91,"19:31:39","FINCH STATION","Vision","E",7617,0
2024-04-11,"Thursday",101,"04:41:59","PARLIAMENT AND BLOOR","General Delay","E",6152,0
2024-11-05,"Tuesday",108,"17:40:02","FINCH STATION","General Delay","S",6210,1
2024-07-02,"Tuesday",104,"03:15:13","FINCH STATION","Mechanical","S",6108,1
2024-07-02,"Tuesday",107,"06:49:47","PARLIAMENT AND BLOOR","Vision","N",5696,0
2024-02-02,"Friday",103,"12:54:23","FINCH STATION","General Delay","S",5184,0
2024-08-28,"Wednesday",79,"11:37:27","PARLIAMENT AND BLOOR","Security","N",6987,1
2024-11-27,"Wednesday",104,"21:43:19","FINCH STATION","General Delay","W",6315,0
2024-07-02,"Tuesday",84,"06:23:28","KEELE AND GLENLAKE","Security","E",5774,0
2024-08-18,"Sunday",91,"20:01:58","PARLIAMENT AND BLOOR","Security","W",5316,0
2024-10-26,"Saturday",94,"06:37:14","BLOOR AND MANNING","General Delay","E",6883,0
2024-11-11,"Monday",110,"03:40:12","BLOOR AND MANNING","Security","N",8568,0
2024-09-06,"Friday",87,"23:56:55","MAIN STATION","Vision","S",6047,0
2024-02-12,"Monday",111,"10:34:24","KEELE AND GLENLAKE","General Delay","S",8003,0
2024-06-03,"Monday",91,"08:08:43","PARLIAMENT AND BLOOR","Security","S",8052,0
2024-04-25,"Thursday",114,"21:38:47","MAIN STATION","General Delay","W",6543,0
2024-05-04,"Saturday",95,"10:41:03","PARLIAMENT AND BLOOR","Mechanical","S",7209,1
2024-04-10,"Wednesday",107,"20:49:04","BLOOR AND MANNING","Security","N",5556,0
2024-10-20,"Sunday",107,"01:13:57","FINCH STATION","General Delay","S",7364,0
2024-06-19,"Wednesday",88,"07:53:24","BLOOR AND MANNING","Mechanical","N",5962,1
2024-03-05,"Tuesday",96,"14:07:40","FINCH STATION","Security","E",5468,0
2024-04-16,"Tuesday",126,"16:10:25","FINCH STATION","Vision","E",6710,0
2024-06-25,"Tuesday",86,"06:54:57","FINCH STATION","Mechanical","N",7895,1
2024-06-26,"Wednesday",113,"09:15:32","FINCH STATION","Security","S",5874,0
2024-05-15,"Wednesday",116,"07:53:16","PARLIAMENT AND BLOOR","General Delay","N",5514,0
2024-08-30,"Friday",84,"01:44:18","PARLIAMENT AND BLOOR","Security","N",8110,0
2024-11-12,"Tuesday",94,"01:53:16","FINCH STATION","Security","W",5597,0
2024-08-04,"Sunday",119,"19:55:18","KEELE AND GLENLAKE","Security","S",7102,0
2024-01-21,"Sunday",96,"13:42:07","MAIN STATION","Vision","E",8966,0
2024-10-11,"Friday",96,"21:16:36","MAIN STATION","Mechanical","N",7464,1
2024-01-26,"Friday",81,"06:12:23","PARLIAMENT AND BLOOR","Security","S",6996,0
2024-06-06,"Thursday",82,"01:20:38","KEELE AND GLENLAKE","Vision","W",7275,0
2024-09-06,"Friday",93,"05:12:25","MAIN STATION","General Delay","W",8163,0
2024-03-17,"Sunday",78,"12:47:50","BLOOR AND MANNING","Mechanical","S",6875,1
2024-05-23,"Thursday",92,"09:39:51","MAIN STATION","Mechanical","S",7781,1
2024-02-15,"Thursday",106,"04:27:37","FINCH STATION","Security","S",6730,0
2024-04-12,"Friday",99,"13:50:11","MAIN STATION","Mechanical","N",8227,1
2024-10-20,"Sunday",103,"08:54:24","PARLIAMENT AND BLOOR","Mechanical","S",6461,1
2024-09-16,"Monday",108,"06:29:55","MAIN STATION","Vision","S",7777,0
2024-03-31,"Sunday",82,"23:16:19","MAIN STATION","Mechanical","S",7012,1
2024-04-28,"Sunday",80,"11:38:08","FINCH STATION","Security","N",5726,1
2024-08-16,"Friday",112,"03:44:59","BLOOR AND MANNING","Security","N",6366,1
2024-05-18,"Saturday",110,"10:34:05","PARLIAMENT AND BLOOR","Security","S",7592,0
2024-08-19,"Monday",99,"02:01:17","FINCH STATION","Mechanical","S",5260,1
2024-11-28,"Thursday",86,"18:45:45","KEELE AND GLENLAKE","Vision","N",6896,0
2024-09-05,"Thursday",94,"18:41:55","PARLIAMENT AND BLOOR","General Delay","E",5895,0
2024-12-12,"Thursday",100,"11:57:23","BLOOR AND MANNING","Mechanical","E",6468,1
2024-09-23,"Monday",104,"15:56:24","PARLIAMENT AND BLOOR","Mechanical","N",6517,1
2024-08-15,"Thursday",90,"16:52:19","PARLIAMENT AND BLOOR","General Delay","E",7133,0
2024-08-28,"Wednesday",109,"02:22:39","BLOOR AND MANNING","General Delay","E",7265,0
2024-03-22,"Friday",105,"04:32:53","MAIN STATION","Vision","S",7948,0
2024-01-10,"Wednesday",95,"20:02:06","BLOOR AND MANNING","Security","N",7999,0
2024-04-04,"Thursday",102,"19:25:47","PARLIAMENT AND BLOOR","Security","E",9006,1
2024-08-19,"Monday",88,"22:50:59","FINCH STATION","Security","N",8697,0
2024-03-16,"Saturday",98,"11:13:40","KEELE AND GLENLAKE","General Delay","N",8019,0
2024-09-27,"Friday",98,"09:40:55","KEELE AND GLENLAKE","Mechanical","E",7656,1
2024-03-17,"Sunday",94,"05:01:12","KEELE AND GLENLAKE","Mechanical","S",6036,1
2024-03-09,"Saturday",106,"02:07:33","KEELE AND GLENLAKE","General Delay","N",5595,0
2024-05-30,"Thursday",95,"02:25:46","PARLIAMENT AND BLOOR","Mechanical","S",6941,1
2024-10-25,"Friday",105,"14:52:06","PARLIAMENT AND BLOOR","Mechanical","N",6597,1
2024-07-15,"Monday",119,"20:15:19","BLOOR AND MANNING","Mechanical","N",6955,1
2024-02-19,"Monday",83,"04:25:30","PARLIAMENT AND BLOOR","Security","S",8081,0
2024-12-08,"Sunday",103,"00:49:15","PARLIAMENT AND BLOOR","Mechanical","N",7756,1
2024-10-03,"Thursday",95,"05:43:41","MAIN STATION","Security","W",8151,0
2024-08-18,"Sunday",104,"14:07:54","PARLIAMENT AND BLOOR","Security","E",6554,0
2024-04-18,"Thursday",95,"06:29:22","KEELE AND GLENLAKE","Security","S",8330,0
2024-09-29,"Sunday",119,"09:01:59","KEELE AND GLENLAKE","Mechanical","W",5805,1
2024-11-03,"Sunday",84,"04:20:43","PARLIAMENT AND BLOOR","Vision","N",8054,0
2024-10-28,"Monday",102,"11:45:12","FINCH STATION","Vision","S",7246,0
2024-12-07,"Saturday",105,"10:32:35","FINCH STATION","Vision","S",7216,0
2024-04-02,"Tuesday",81,"06:11:44","FINCH STATION","General Delay","S",8811,0
2024-12-26,"Thursday",111,"20:29:03","KEELE AND GLENLAKE","Mechanical","E",8505,1
2024-04-07,"Sunday",100,"10:44:45","PARLIAMENT AND BLOOR","General Delay","S",5697,0
2024-11-15,"Friday",95,"16:33:51","BLOOR AND MANNING","General Delay","N",6547,0
2024-09-30,"Monday",97,"03:04:00","PARLIAMENT AND BLOOR","General Delay","N",7131,0
2024-07-24,"Wednesday",87,"07:58:19","PARLIAMENT AND BLOOR","Mechanical","N",6081,1
2024-04-09,"Tuesday",87,"05:38:58","FINCH STATION","Mechanical","S",7357,1
2024-02-17,"Saturday",119,"09:50:58","MAIN STATION","General Delay","N",7631,0
2024-03-30,"Saturday",95,"11:50:38","MAIN STATION","General Delay","E",6467,1
2024-11-12,"Tuesday",98,"12:34:53","MAIN STATION","Security","N",7821,0
2024-11-26,"Tuesday",104,"18:22:13","KEELE AND GLENLAKE","Security","S",6122,0
2024-03-04,"Monday",107,"01:37:46","BLOOR AND MANNING","Vision","E",7747,0
2024-04-10,"Wednesday",101,"08:45:29","PARLIAMENT AND BLOOR","Mechanical","N",4653,1
2024-08-15,"Thursday",112,"10:26:09","KEELE AND GLENLAKE","Security","N",7271,0
2024-09-24,"Tuesday",91,"00:43:58","KEELE AND GLENLAKE","General Delay","S",6615,0
2024-07-07,"Sunday",92,"02:38:26","FINCH STATION","Vision","S",7473,0
2024-12-06,"Friday",99,"20:06:49","MAIN STATION","Security","S",6873,0
2024-12-19,"Thursday",114,"16:15:59","KEELE AND GLENLAKE","Mechanical","N",6213,1
2024-09-18,"Wednesday",90,"15:45:59","KEELE AND GLENLAKE","Security","E",7303,0
2024-09-08,"Sunday",92,"04:04:26","BLOOR AND MANNING","Security","E",6296,0
2024-10-02,"Wednesday",103,"06:22:44","KEELE AND GLENLAKE","Mechanical","N",7068,1
2024-01-02,"Tuesday",93,"00:27:50","MAIN STATION","Vision","E",7762,0
2024-04-10,"Wednesday",94,"00:01:35","MAIN STATION","Mechanical","N",7677,1
2024-06-18,"Tuesday",118,"20:05:33","MAIN STATION","Mechanical","W",9389,1
2024-04-11,"Thursday",92,"18:05:16","MAIN STATION","General Delay","N",6082,0
2024-03-06,"Wednesday",83,"15:01:09","KEELE AND GLENLAKE","General Delay","S",8045,1
2024-05-10,"Friday",94,"22:45:28","MAIN STATION","Vision","N",8435,1
2024-06-15,"Saturday",100,"10:36:47","BLOOR AND MANNING","Mechanical","W",6886,1
2024-11-15,"Friday",87,"19:01:19","FINCH STATION","General Delay","W",6128,0
2024-10-20,"Sunday",110,"06:40:45","PARLIAMENT AND BLOOR","Security","E",6805,0
2024-09-30,"Monday",104,"19:53:12","FINCH STATION","Vision","S",6197,0
2024-10-14,"Monday",87,"22:48:13","KEELE AND GLENLAKE","Security","N",7694,0
2024-02-18,"Sunday",98,"02:52:53","KEELE AND GLENLAKE","Vision","W",4700,0
2024-11-27,"Wednesday",111,"22:33:20","PARLIAMENT AND BLOOR","General Delay","N",5954,0
